id,timestamp,ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MONITOR_CATALYST_B1,MONITOR_O2_B1S1,MONITOR_VVT_B1,O2_B1S1,O2_B1S2,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,WARMUPS_SINCE_DTC_CLEAR
11,2025-04-22 14:38:49,51.372549019607845 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.735 volt,88 degree_Celsius,0.0 kilometer,0.0 kilometer,ELM327 v2.1,13.3 volt,34.11764705882353 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],43 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.79 volt,0.175 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.450980392156863 percent,1010.5 revolutions_per_minute,325.0 second,6.25 percent,27.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886290>,9.803921568627452 percent,17.647058823529413 percent,18.823529411764707 percent,-2.5 degree,0.0 count
12,2025-04-22 14:38:56,61.17647058823529 percent,31.764705882352942 percent,15.294117647058824 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.664 volt,89 degree_Celsius,0.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,76.47058823529412 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],95 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.845 volt,0.73 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,1181.5 revolutions_per_minute,332.0 second,6.25 percent,31.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eabf0>,10.196078431372548 percent,18.03921568627451 percent,17.647058823529413 percent,0.5 degree,0.0 count
13,2025-04-22 14:39:03,29.41176470588235 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.593 volt,90 degree_Celsius,0.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,41.1764705882353 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],47 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.085 volt,0.695 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,9.411764705882353 percent,610.5 revolutions_per_minute,339.0 second,4.6875 percent,7.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eacd0>,14.509803921568627 percent,21.176470588235293 percent,20.784313725490197 percent,0.5 degree,0.0 count
14,2025-04-22 14:39:10,34.90196078431372 percent,14.509803921568627 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.334 volt,90 degree_Celsius,0.0 kilometer,0.0 kilometer,ELM327 v2.1,12.8 volt,50.98039215686274 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],56 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.81 volt,0.705 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.450980392156863 percent,964.0 revolutions_per_minute,346.0 second,10.9375 percent,6.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eabf0>,5.882352941176471 percent,18.431372549019606 percent,17.647058823529413 percent,-11.5 degree,0.0 count
15,2025-04-22 14:39:17,40.78431372549019 percent,14.901960784313726 percent,9.411764705882353 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.876 volt,90 degree_Celsius,0.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,58.03921568627451 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],45 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.115 volt,0.735 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.450980392156863 percent,681.0 revolutions_per_minute,353.0 second,8.59375 percent,7.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf6886290>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,-9.0 degree,0.0 count
16,2025-04-22 14:39:24,50.588235294117645 percent,20.392156862745097 percent,9.411764705882353 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.476 volt,91 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.2 volt,73.33333333333333 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],88 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.795 volt,0.76 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.450980392156863 percent,1481.5 revolutions_per_minute,360.0 second,-0.78125 percent,19.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ead90>,14.509803921568627 percent,19.607843137254903 percent,19.607843137254903 percent,1.5 degree,0.0 count
17,2025-04-22 14:39:31,41.568627450980394 percent,28.627450980392158 percent,14.509803921568627 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.735 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,32.15686274509804 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],37 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.095 volt,0.77 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.450980392156863 percent,846.5 revolutions_per_minute,367.0 second,6.25 percent,8.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ea130>,10.196078431372548 percent,18.03921568627451 percent,18.03921568627451 percent,3.5 degree,0.0 count
18,2025-04-22 14:39:38,51.76470588235294 percent,34.11764705882353 percent,17.254901960784313 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.735 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,72.15686274509804 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],76 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.075 volt,0.79 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,11.764705882352942 percent,1988.0 revolutions_per_minute,374.0 second,0.0 percent,29.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ead90>,9.803921568627452 percent,19.607843137254903 percent,18.431372549019606 percent,21.5 degree,0.0 count
19,2025-04-22 14:39:45,23.52941176470588 percent,14.901960784313726 percent,7.450980392156863 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.758000000000001 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,26.274509803921568 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],31 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.13 volt,0.77 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.8431372549019605 percent,1326.5 revolutions_per_minute,381.0 second,2.34375 percent,26.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68861d0>,9.803921568627452 percent,18.03921568627451 percent,18.823529411764707 percent,3.0 degree,0.0 count
20,2025-04-22 14:39:52,17.647058823529413 percent,18.431372549019606 percent,9.019607843137255 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.735 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,25.098039215686274 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],55 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.125 volt,0.775 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,7.0588235294117645 percent,1496.5 revolutions_per_minute,388.0 second,-0.78125 percent,19.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab90>,10.196078431372548 percent,18.823529411764707 percent,18.431372549019606 percent,27.0 degree,0.0 count
21,2025-04-22 14:39:59,33.72549019607843 percent,25.88235294117647 percent,12.941176470588236 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.4 volt,45.490196078431374 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],49 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.125 volt,0.765 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,11.372549019607844 percent,1622.5 revolutions_per_minute,395.0 second,7.8125 percent,22.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68ea130>,13.333333333333334 percent,20.784313725490197 percent,20.392156862745097 percent,21.0 degree,0.0 count
22,2025-04-22 14:40:06,37.254901960784316 percent,29.41176470588235 percent,15.686274509803921 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.3 volt,57.64705882352941 percent,4.313725490196078 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],37 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.075 volt,0.755 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,46.27450980392157 percent,2355.5 revolutions_per_minute,402.0 second,12.5 percent,34.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68866b0>,99.2156862745098 percent,87.84313725490196 percent,87.84313725490196 percent,10.5 degree,0.0 count
23,2025-04-22 14:40:12,80.3921568627451 percent,36.470588235294116 percent,26.274509803921568 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.711 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,14.509803921568627 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],30 kilopascal,52 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.1 volt,0.055 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,9.411764705882353 percent,3230.0 revolutions_per_minute,409.0 second,0.0 percent,42.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf68eab50>,19.215686274509803 percent,22.352941176470587 percent,20.0 percent,11.0 degree,0.0 count
24,2025-04-22 14:40:19,34.509803921568626 percent,36.86274509803921 percent,18.431372549019606 percent,96 kilopascal,bytearray(b'33920-66R0*'),13.758000000000001 volt,90 degree_Celsius,1.0 kilometer,0.0 kilometer,ELM327 v2.1,13.6 volt,89.01960784313725 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",[],[],94 kilopascal,51 degree_Celsius,0.0 percent,10000000000000000000000000000001,10000000000000000000100000000000,Unknown : 0.0 count [PASSED],Unknown : 0.0 millisecond [PASSED],"Unknown : 0.0 degree [PASSED]
Unknown : 0.0 degree [PASSED]",0.43 volt,0.74 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,76.47058823529412 percent,4731.5 revolutions_per_minute,416.0 second,0.0 percent,63.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0xf689e710>,13.72549019607843 percent,20.784313725490197 percent,20.392156862745097 percent,-16.0 degree,0.0 count
